500 120000
43 439 2013
315 330 1089
82 467 1316
195 240 1264
234 278 2049
181 301 809
54 85 3436
220 325 1928
24 488 6835
79 386 5540
372 440 8221
10 135 232
176 227 3566
379 492 826
125 192 3401
238 289 8811
275 281 2841
21 261 945
314 369 487
261 278 2981
120 448 3902
300 316 2630
67 91 8368
360 495 108
159 395 4045
219 436 443
459 485 1405
39 225 2247
205 249 3362
78 377 4008
9 342 5084
48 316 1247
200 455 9794
147 192 2524
20 178 5828
223 469 3030
80 109 1956
260 353 323
6 389 8133
299 397 5888
66 432 7570
105 462 6780
158 320 3262
52 195 8191
345 383 8734
218 247 8886
398 499 5246
128 275 3491
8 361 8829
280 462 8366
63 461 2548
303 434 6503
160 164 8787
33 170 3218
109 127 9258
146 395 2092
19 107 982
185 343 9263
132 202 4079
5 68 1959
65 249 3851
104 257 6184
51 314 3268
90 348 900
143 458 846
242 435 4533
62 158 2751
265 376 3848
32 93 4571
341 461 8690
108 328 8028
145 210 2912
18 96 860
184 264 783
94 271 5285
4 19 707
170 295 3120
246 474 5003
50 337 5450
322 490 4277
89 397 9909
329 414 1385
75 238 9274
188 455 6602
61 79 5108
227 315 8454
264 271 2075
86 482 3718
17 41 1603
93 478 4736
130 328 8264
402 485 2346
28 431 4216
231 368 2887
88 194 6812
35 477 3789
307 352 1491
166 485 3165
60 120 7637
226 336 3250
173 311 8907
46 191 2326
71 408 6365
364 422 6652
2 161 5525
168 201 9751
371 450 569
117 234 4123
230 315 4417
267 271 2802
13 287 4577
306 363 5772
73 76 4948
59 161 1500
352 405 6694
211 474 7091
31 207 2502
451 459 8655
197 211 5851
70 355 7381
1 360 5257
40 274 6665
139 166 1925
12 168 1058
215 403 8827
72 131 909
291 483 3128
58 474 5152
97 304 5991
150 314 1727
44 217 6234
337 353 8483
210 241 1503
272 468 9165
348 359 1727
295 424 9075
115 148 9145
25 188 7659
101 361 7611
138 485 2500
11 113 7709
177 329 130
493 495 7305
57 275 884
239 255 4569
96 359 8
149 227 3409
43 288 4543
82 326 6202
135 464 8571
234 413 3645
54 160 3286
241 495 824
257 322 4739
24 115 6592
333 471 1865
100 294 6999
137 308 9904
176 286 6163
416 493 2719
162 193 7961
238 428 5075
275 418 810
111 166 6862
42 379 8078
314 388 1804
81 407 548
134 155 3404
321 416 7020
67 196 3696
413 496 8851
180 493 6965
219 257 737
256 309 5250
78 452 9144
9 195 2738
85 424 9375
378 418 5148
394 399 5905
124 130 7490
161 392 9505
401 409 6732
20 453 2007
223 350 278
80 216 3477
260 468 4627
27 483 4762
158 463 1149
52 86 5219
218 378 6378
165 337 5057
38 161 5051
8 404 9710
317 374 6234
63 374 924
356 460 8732
123 459 4597
363 472 4155
19 244 6529
222 301 4104
259 293 551
5 457 661
298 325 7853
65 118 9527
104 396 6295
51 135 8793
344 443 8310
397 399 7007
127 400 3453
143 351 3980
436 459 738
203 448 9878
23 309 2090
62 261 8354
249 258 2578
302 500 197
122 240 904
32 232 6598
108 451 324
94 122 3608
131 140 3504
4 134 5715
207 441 560
64 185 1974
283 473 9759
50 452 2685
89 282 757
142 268 6006
61 196 8192
248 437 5144
264 442 5330
47 401 2814
340 397 717
287 390 8191
17 166 6
93 339 1571
130 479 8737
3 87 4232
169 355 6646
49 277 8071
88 333 6880
141 253 9893
35 326 2921
328 476 2753
74 160 6705
383 446 6918
420 436 6403
187 387 835
226 487 9580
279 339 1749
46 74 2856
233 449 2210
16 105 2901
325 497 5941
92 284 2687
129 270 1278
2 52 2935
168 308 5224
408 451 7066
154 235 7371
230 438 6996
267 440 9780
103 188 2511
34 389 824
306 414 2143
225 278 8039
211 359 6728
31 48 2023
70 478 2266
1 229 3559
370 444 7490
386 441 8705
116 168 220
153 418 6658
229 375 4428
12 291 2536
215 292 8036
291 364 4853
58 97 9316
367 473 7244
150 433 3591
44 76 1543
210 356 2130
157 363 2394
30 139 3254
309 336 4948
55 332 6615
115 481 7385
11 234 9428
447 486 8286
214 471 9775
87 95 2067
253 435 8955
57 408 9536
96 498 7413
149 360 2034
43 157 6577
336 417 5433
389 441 2314
135 325 6774
428 465 7619
195 486 2171
15 275 1495
54 319 8736
241 356 4729
294 494 2111
114 234 5894
24 254 2724
100 425 896
137 417 8029
176 393 8783
199 423 6443
56 207 8837
111 299 6198
42 494 3975
351 376 2328
134 278 583
53 238 489
473 490 9620
240 427 4627
256 384 7165
39 399 7670
332 411 7725
99 352 1425
136 246 3016
9 72 1503
191 336 4979
85 317 659
161 261 1911
41 319 3850
313 450 9176
80 339 5239
133 215 5159
320 482 2075
66 154 3660
375 388 9808
412 434 1919
179 425 96
218 449 3579
271 377 2428
38 92 2556
8 31 295
84 490 3558
123 324 1900
160 458 8966
400 473 3299
146 245 1724
19 385 6512
222 408 2884
95 170 743
259 430 604
26 431 5308
298 456 7702
217 312 1758
127 261 9728
164 273 692
37 109 1819
203 381 1947
23 462 2951
62 432 1201
355 390 4933
122 391 9996
175 243 2764
69 412 95
362 406 5630
108 182 5688
145 452 8139
221 369 692
4 265 5106
207 258 891
283 338 6756
50 123 9901
359 455 4451
126 470 8972
142 411 9773
202 398 442
22 253 6013
442 497 4915
61 345 4070
301 330 3853
47 282 3689
439 476 5853
3 192 3280
79 117 2966
245 413 1374
282 393 2892
49 386 7016
88 472 557
141 370 928
35 243 3860
201 223 2071
7 265 1103
279 484 8086
46 465 9649
233 334 5238
286 448 663
106 196 3259
16 228 6568
325 358 2760
92 407 94
129 411 3639
168 447 1314
48 213 8424
103 305 1296
34 280 702
73 358 2941
225 419 382
45 248 9682
232 385 6207
324 433 2219
91 326 6771
128 204 8295
1 114 8977
183 366 7047
77 295 996
153 303 4014
33 321 9623
305 420 7213
72 441 3750
312 392 4862
58 244 3791
404 472 7498
171 447 4026
210 475 7652
263 359 2479
157 224 3378
76 496 4540
369 378 8549
115 362 938
152 480 8981
392 399 7656
138 159 3127
11 359 9752
214 354 7727
87 208 2935
18 441 1514
290 306 4674
209 290 5050
119 291 1125
156 303 9379
29 87 264
195 339 9655
15 484 45
54 394 6609
347 444 296
294 357 8166
167 233 8694
354 464 5045
100 220 5022
213 283 8261
289 379 4446
199 280 4171
56 90 8314
111 444 8526
42 85 4888
351 493 163
118 488 7800
134 397 1256
194 440 7978
434 491 6081
14 215 1625
180 251 5598
53 371 5011
240 294 3106
39 256 8353
99 493 1840
191 453 10000
198 483 9629
71 115 3377
237 391 7429
274 403 8690
41 420 4242
80 462 8485
133 348 6678
27 201 5448
320 381 1110
193 225 6006
255 359 3239
271 450 6173
38 459 4217
331 351 6718
278 442 4231
98 190 7300
8 138 881
151 168 7703
84 381 3435
377 493 5341
160 325 9538
476 487 6049
40 251 3086
95 287 1231
26 306 4935
65 344 1576
374 450 818
217 389 9105
127 142 2294
37 146 4864
224 487 3185
23 67 1014
316 463 3111
83 300 7266
122 266 9382
175 260 4391
69 257 7505
145 305 1311
221 454 3092
25 363 391
297 398 74
64 399 2381
304 414 9960
50 238 6064
396 454 521
126 349 6997
163 469 6549
36 45 2698
202 309 3016
61 494 7384
121 323 1534
174 183 4029
68 478 7722
361 364 5250
107 368 5683
144 390 9368
384 437 3498
130 169 6221
3 333 8512
206 324 7330
10 467 9714
282 284 54
49 63 4487
125 268 1818
141 487 2333
35 124 3400
201 324 8765
148 325 3236
21 177 1931
7 386 7842
46 348 6752
339 466 782
286 335 9971
159 199 68
92 234 6447
205 261 8596
244 477 1473
281 333 6633
48 64 721
103 426 8121
34 175 3682
343 411 5563
110 386 6491
186 466 8711
6 201 1240
172 225 956
232 268 7559
285 286 9416
31 302 8039
91 467 8313
183 483 3679
77 92 7595
423 432 363
190 389 1921
63 153 1091
33 478 4312
72 292 1266
247 349 6136
263 472 3270
323 373 1835
270 396 1453
90 136 7890
76 363 181
152 363 6549
461 479 457
32 257 1434
214 249 4989
87 357 7042
18 300 6955
57 178 9625
366 420 5007
403 410 2831
209 415 3272
119 180 9057
156 162 4868
29 172 3135
216 461 2225
308 485 499
75 306 8709
114 276 43
167 354 4599
354 359 871
407 467 3327
137 219 5639
213 416 9966
86 150 4531
17 381 8649
56 485 4295
296 436 7360
42 216 6071
388 492 3487
118 359 7155
155 491 4793
194 271 1374
14 34 6054
113 165 5853
293 425 3938
166 169 6016
353 406 3494
60 420 6793
99 150 8714
136 492 6500
212 351 6729
251 307 7753
288 295 3259
198 350 7323
71 228 5643
2 493 2157
117 294 9145
133 449 7311
27 66 4070
193 382 9882
140 419 1206
13 171 9250
179 191 7995
255 488 2984
292 358 777
38 326 7014
331 456 6582
278 305 4519
338 484 844
430 492 329
197 303 6825
236 459 3902
273 343 3347
40 102 7160
95 384 8315
26 185 2160
335 433 1273
102 484 2874
411 449 4238
178 460 2910
254 291 2880
37 263 1299
224 370 4236
97 228 7454
277 488 543
23 212 1766
316 322 721
83 441 7870
376 429 9857
175 393 1867
69 118 1786
182 447 9247
55 167 182
258 455 5380
25 496 245
334 362 9475
64 282 7396
126 200 4481
36 208 8380
456 468 6660
239 427 1290
22 391 492
315 395 1608
262 406 2530
82 146 4074
135 156 4224
121 456 4514
174 322 202
68 321 5552
361 473 8378
144 369 9461
24 295 5929
206 211 9240
79 323 6269
10 326 2241
319 464 4286
49 180 2282
358 446 3846
125 385 9823
162 397 7412
201 497 8844
148 200 4792
21 70 4089
208 467 1077
7 119 9331
120 255 3054
67 280 8081
106 318 7504
159 328 1454
129 237 1892
205 442 5977
78 184 4311
9 407 7402
281 474 2343
124 334 2995
200 262 729
110 265 7951
147 257 9815
20 113 4175
186 345 4775
6 68 6866
45 482 2440
232 247 726
285 403 4097
105 143 3740
52 386 3843
345 440 5023
91 172 7256
128 466 5982
204 325 7229
243 281 3689
190 304 1897
266 352 8205
33 107 3801
342 479 2697
381 443 9631
418 423 9559
185 400 7441
132 393 1423
5 133 909
247 470 1780
284 348 9601
30 360 1668
270 283 2135
189 473 3020
62 89 8726
228 417 2239
265 441 3418
32 412 1267
18 163 4708
327 431 645
184 199 1837
94 462 3566
170 486 8750
246 261 9899
29 289 6364
216 344 7733
89 206 1225
269 498 1740
15 242 5888
308 360 7278
75 431 5245
167 407 7906
47 205 727
86 301 902
17 490 504
56 368 6763
296 319 8421
118 242 8541
448 490 7605
231 433 3805
14 425 5310
307 417 2632
74 380 4743
166 292 268
60 319 1713
136 279 83
445 499 9117
212 482 5173
16 317 8608
288 434 7540
198 213 4841
71 345 2989
2 352 4116
311 494 2757
41 158 2607
350 400 8805
387 422 9511
117 427 7195
154 423 2097
193 459 6357
140 214 7115
13 32 385
292 489 5299
112 229 2522
59 494 8284
98 328 9669
151 438 4352
338 347 9754
391 487 4569
250 383 8079
197 404 5063
70 162 5275
1 425 7773
273 460 6563
40 465 2477
116 356 5064
192 316 1304
102 275 9077
139 487 3682
12 111 6127
254 430 866
37 396 1914
330 390 1334
97 113 3547
150 229 8305
277 381 6782
337 418 2358
44 408 2806
83 194 2283
196 355 5684
235 271 6554
272 275 4659
182 266 5560
55 56 327
258 346 4070
25 125 177
334 497 5865
101 426 9480
177 394 7051
253 255 3302
163 203 7465
36 347 8080
239 316 35
276 298 4049
22 274 1285
262 269 2015
174 457 9565
414 472 8691
181 499 3483
54 99 6373
220 415 3078
257 387 2739
24 434 9677
79 468 729
10 205 6061
319 325 8136
176 221 4453
238 367 290
21 459 4015
314 327 2771
208 334 4398
81 208 1615
261 476 3672
7 232 4597
120 394 8216
300 374 2247
67 389 8619
360 409 6980
159 445 7030
39 219 1475
459 479 802
78 263 6866
9 284 1937
48 374 8654
357 500 8986
124 449 2640
200 433 1645
110 148 4533
20 132 6418
223 415 4635
6 435 5579
66 326 8671
105 500 1907
158 270 5551
52 277 6294
128 301 2477
437 477 5046
8 339 968
280 408 5776
190 191 7785
63 439 8678
123 136 4686
303 388 871
33 224 8520
109 437 2843
146 321 6909
19 53 6173
185 285 8639
132 252 3512
5 10 415
104 203 997
284 471 2734
51 452 7021
344 378 409
90 354 123
143 412 8093
242 361 4266
189 366 4018
62 196 6060
249 451 9314
265 294 5397
108 258 8399
18 22 2134
184 338 451
131 461 6796
4 69 7236
170 365 3387
479 485 4773
246 400 532
29 438 2772
322 416 7716
269 359 3055
89 91 5802
142 207 6604
329 452 8150
188 281 4259
227 485 9669
264 377 5540
47 86 5446
86 440 5785
17 103 8164
326 491 6297
93 404 3600
365 399 4417
402 411 8894
169 444 7455
409 461 5154
155 241 5929
28 353 6228
231 298 5555
268 304 5483
14 308 7788
74 483 8441
60 178 7225
406 418 2799
173 493 2817
46 133 2760
16 424 6682
2 247 4999
311 355 8218
168 243 1077
73 186 1052
112 400 989
352 495 7756
151 331 7792
31 241 1945
70 281 818
1 294 3170
40 348 8427
116 495 5084
192 439 3316
139 144 6939
12 226 6234
432 486 1404
215 485 5215
58 288 9345
97 270 4243
150 368 8559
44 275 3378
429 455 6270
196 470 244
272 398 8374
55 397 7634
295 482 6873
115 222 6523
25 202 4002
101 351 7676
138 299 8623
11 43 5874
36 462 7566
276 445 6560
149 169 3482
43 474 6409
336 352 7935
96 177 5711
135 394 7653
234 323 3756
181 376 3255
474 498 6764
54 254 1827
220 274 9971
257 280 234
24 61 5106
100 360 1093
372 469 7507
10 112 5229
176 328 6067
379 435 5939
416 423 8320
275 364 7946
21 336 1973
314 458 509
261 321 8316
134 209 1825
180 311 1348
219 475 572
256 335 155
39 76 497
78 402 3994
9 137 2428
318 413 8126
357 377 5110
161 454 6210
401 471 8176
20 271 5309
223 256 9526
260 286 5771
6 302 9973
299 304 5184
66 477 9360
52 152 9171
165 391 6254
38 159 8527
8 478 1137
317 332 7335
63 312 8569
19 190 73
222 347 7555
65 140 7739
104 438 4985
51 337 5687
344 453 8023
127 474 525
143 353 6479
23 271 8863
189 227 5121
62 371 5004
249 328 1501
302 450 4157
122 198 1089
32 162 4270
341 408 258
184 477 7282
94 160 2439
131 182 6205
424 460 4231
4 200 5797
207 451 4493
50 314 5019
89 288 377
142 346 6926
329 369 9149
188 428 1735
61 154 6452
227 366 1759
264 484 5046
47 475 8794
287 456 9544
107 196 4032
17 220 5742
93 361 7740
130 277 208
169 297 1883
28 500 3448
268 427 6758
141 179 7589
88 151 5001
328 390 1395
74 150 1237
383 480 9690
187 349 9949
226 317 4400
279 293 3380
173 354 9328
466 492 280
212 248 1319
16 35 4786
92 342 6458
364 467 3760
2 74 682
168 382 7342
371 409 8245
117 133 9181
154 177 2155
230 492 9641
267 370 302
103 118 1058
13 330 5446
306 468 4149
59 244 4817
405 480 1811
225 236 6469
172 301 246
45 57 7973
211 433 5759
31 122 9921
70 404 1683
1 179 8063
310 423 6827
77 488 2143
386 463 5397
153 488 8726
229 317 9276
12 277 4871
215 382 5680
72 248 1099
291 342 6329
58 439 8241
367 419 6446
150 399 748
390 414 1005
157 417 3132
30 177 6441
309 358 4373
55 262 5525
152 223 3867
101 196 6167
11 164 1323
214 429 1597
253 393 1716
57 358 80
96 460 6862
149 318 2855
43 343 1904
336 475 580
119 480 3982
135 383 9574
15 293 5943
181 205 4606
54 373 5710
241 338 4183
294 420 4189
114 160 6720
24 136 4937
333 386 3758
100 403 2534
137 367 4035
199 473 3737
111 253 6329
42 276 496
81 314 326
134 332 209
321 331 7111
194 251 9654
180 442 1939
53 180 6079
219 340 8849
256 474 2261
39 449 1255
99 298 2027
9 54 8061
191 282 7984
124 239 4417
161 339 2072
20 402 2306
313 392 5442
223 245 2873
80 141 643
133 157 8237
260 385 1326
320 444 8826
27 438 8827
66 80 4081
375 478 5191
179 371 525
218 279 9978
165 268 7947
204 230 7356
8 73 2335
317 449 3130
84 444 7597
356 441 1957
393 433 17
123 414 2596
160 388 9372
363 399 5353
400 403 6183
109 159 4013
146 171 5428
19 331 7254
222 454 3107
259 344 6652
5 356 7095
51 218 2702
127 335 5586
164 475 6091
37 83 6230
203 439 3937
23 384 5002
355 368 810
302 329 1897
175 197 5718
69 450 9708
145 498 5085
221 263 5979
4 307 6488
207 340 2314
64 206 394
246 250 3516
283 364 8249
50 433 5542
359 441 810
142 417 3125
22 203 6695
442 455 2427
61 303 1019
248 266 2220
121 124 3615
47 364 3178
340 474 8110
287 317 822
144 197 7352
93 254 4315
3 138 8522
206 391 8798
245 419 2044
49 376 7952
88 482 3445
141 296 2893
35 317 7659
420 481 8571
187 470 5876
226 432 1193
279 446 9784
173 215 6819
46 415 4476
233 372 633
106 138 274
286 398 2704
16 158 4810
325 428 6618
92 425 4836
129 337 264
168 489 9800
103 235 9185
267 495 4498
34 494 7102
343 344 3665
73 428 7339
382 422 7625
225 377 3292
172 416 4918
45 174 5890
211 314 3494
31 495 5651
91 272 4386
1 8 4338
183 288 7513
77 285 21
370 489 1855
116 197 3636
153 373 4162
462 489 9658
229 418 1565
12 392 1828
305 402 3912
215 243 9834
72 99 4330
312 466 2586
171 361 6153
210 273 5853
263 281 6794
157 310 786
30 60 5705
196 204 6630
309 491 9304
76 426 7042
348 391 7353
385 395 4935
115 436 7705
152 426 7544
228 253 8540
138 197 390
214 312 6224
253 286 7379
57 499 6442
149 451 6006
43 192 238
209 216 2174
119 373 1076
156 481 7062
29 109 7212
389 468 7065
195 413 3065
15 430 8213
54 448 4354
347 374 2824
294 339 4470
213 353 9934
252 457 2052
199 338 1896
56 164 9756
111 390 3908
42 411 1054
351 407 7162
118 422 1368
134 443 1090
53 313 6036
240 272 2735
293 362 8894
39 378 5700
332 448 8644
99 471 185
136 171 3054
191 399 5555
85 136 2609
198 409 298
237 445 9540
41 338 2291
133 258 744
27 259 4076
412 479 1530
218 410 143
271 404 1449
165 177 4890
38 385 5167
98 244 7326
278 496 5671
8 244 7690
84 327 455
123 299 4768
160 287 5301
19 468 4615
95 193 6183
259 453 1873
335 374 1804
65 406 7057
374 408 4881
217 339 9022
127 240 7951
164 334 351
457 476 1868
37 216 8056
203 288 5072
83 374 9811
122 464 3724
175 334 178
69 311 5623
362 451 345
108 227 3725
145 367 3639
454 499 4661
221 412 3883
4 422 4256
297 436 1376
64 89 943
304 456 8343
126 267 4719
163 287 9088
22 70 2703
121 137 5124
68 384 1436
340 365 2983
107 426 1314
144 432 7020
384 463 5156
93 115 1910
130 255 5940
3 375 1934
206 274 9120
245 296 2605
282 290 5941
125 322 5524
141 477 2652
35 166 9196
148 399 2818
21 135 9726
7 436 8362
46 298 534
286 373 35
106 113 260
205 379 8311
244 487 4358
48 186 8742
103 412 1369
34 357 2563
343 493 7294
110 456 4901
45 291 5667
232 310 8810
285 340 6209
31 336 4369
324 494 5347
91 493 5698
128 145 5311
183 437 5297
77 146 35
423 490 6256
190 499 2109
33 276 6934
72 494 1335
312 349 3173
185 209 7829
404 437 1250
171 482 3621
210 388 7599
263 402 513
30 427 9705
270 474 3582
90 222 5182
76 349 9787
115 257 2239
152 309 9632
11 458 8461
87 191 1282
18 482 4881
327 364 3456
57 120 998
366 498 7503
170 185 1419
209 341 5455
119 206 5040
156 372 9798
449 486 7985
29 226 3243
195 262 8710
15 51 3487
75 364 6522
347 451 9496
114 458 2697
167 340 1509
354 445 7723
407 421 1043
100 137 2734
86 108 3924
252 348 6250
289 462 1005
118 317 763
155 293 9931
28 45 8687
194 453 1642
14 104 1442
53 398 210
113 147 6565
293 415 6436
332 379 6516
136 470 6288
212 289 27
198 276 2545
237 306 6558
274 316 3227
41 479 6776
117 364 2581
27 156 7204
140 405 542
255 466 910
292 296 5464
38 316 6703
151 247 3408
84 202 3489
430 442 5862
197 341 7956
40 144 2067
95 330 4479
26 335 5702
102 466 2138
217 472 3859
164 241 3779
224 332 5227
97 178 8498
277 446 2094
316 404 6568
83 387 4072
122 359 1085
175 467 2363
69 188 9605
415 448 2651
25 318 1619
64 468 3189
304 323 9184
177 203 2146
396 435 6473
126 182 6284
163 392 7776
36 154 5957
202 366 3596
22 477 5388
82 200 8583
121 278 1186
174 264 3789
68 267 539
107 295 530
144 299 6521
79 149 1197
10 396 4657
319 410 7172
49 98 7415
358 500 5040
125 471 8248
162 323 7771
201 319 7705
148 274 3663
187 252 8988
7 41 1753
120 201 342
67 322 8346
339 425 5914
106 484 607
159 370 3627
346 407 6033
92 183 8429
129 187 1815
205 496 5154
244 362 9353
281 480 4937
48 53 6106
124 256 606
34 248 7515
200 240 3697
110 343 567
147 459 7754
419 430 2559
186 431 8276
6 114 6017
45 408 5884
285 425 7113
105 181 8251
52 468 7691
324 337 3142
91 102 7878
128 492 3549
204 319 146
243 291 9255
190 382 4463
483 496 7702
63 244 6898
266 342 2226
109 374 5424
381 497 7094
132 435 9478
464 483 4276
247 488 2206
30 278 6134
270 289 2433
143 221 40
76 208 3085
422 428 1206
189 431 8421
228 491 4833
32 342 996
87 304 9656
18 345 3260
327 481 3987
94 500 6962
366 377 7090
403 497 370
209 450 7582
29 375 8557
216 354 5234
89 148 9633
269 424 6866
15 132 1493
308 434 1464
75 409 3033
114 321 6664
167 457 7868
86 251 1317
17 288 7545
56 442 897
296 361 1906
169 253 9213
388 409 3296
118 136 6224
155 446 5996
28 160 8267
194 344 7229
74 290 2732
113 264 2628
166 274 3924
60 369 5878
99 205 9541
136 321 7308
212 436 919
251 390 9214
288 396 9357
71 147 7220
2 438 7969
311 416 1531
41 68 284
350 478 6307
117 497 2313
154 365 3627
193 257 10000
140 264 3605
13 22 9543
112 223 9894
292 467 6392
59 440 711
331 447 7377
98 414 688
151 392 8566
338 401 332
391 409 7444
84 93 9955
211 229 6043
250 325 2956
197 474 2001
70 88 9148
236 368 6193
116 302 6805
26 210 1446
192 246 1694
102 329 2302
139 465 8451
178 441 8978
254 404 9551
37 498 5433
330 332 2072
277 323 80
44 466 6302
196 277 5783
235 313 8112
182 320 5630
55 242 3959
221 230 4481
